Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage
2.60199737548828,0,-107,0,0,0,0,0,395,724,3,581,28,1,-175,27044,410,-179,30475,382
2.65699768066406,0,-107,0,0,0,0,0,395,724,3,581,28,1,-175,27044,410,-179,30475,382
2.70099639892578,0,-107,0,0,0,0,0,395,242,1,581,17,1,-582,17384,395,-585,9250,402
2.75799560546875,0,-107,0,0,0,0,0,395,242,1,581,17,1,-582,17384,395,-585,9250,402
2.80400085449219,0,-107,0,0,0,0,0,395,242,1,581,17,1,-582,17384,395,-585,9250,402
2.9219970703125,0,-107,0,0,0,0,0,395,0,0,581,7,1,-816,25813,118,-817,14912,115
2.96599578857422,0,-107,0,0,0,0,0,395,0,0,581,7,1,-816,25813,118,-817,14912,115
3.02199554443359,0,-107,0,0,0,0,0,395,0,0,581,7,1,-816,25813,118,-817,14912,115
3.08499908447266,0,-107,0,0,0,0,0,3,25714,44,581,4,0,-832,153,31,-833,26256,31
3.13400268554688,0,-107,0,0,0,0,0,3,25714,44,581,4,0,-832,153,31,-833,26256,31
3.19100189208984,0,-107,0,0,0,0,0,3,25714,44,581,4,0,-832,153,31,-833,26256,31
3.25799560546875,0,-107,0,0,0,0,0,81,21120,55,581,0,0,-833,23347,29,-833,22245,29
3.35199737548828,0,-107,0,0,0,0,0,81,21120,55,581,0,0,-833,23347,29,-833,22245,29
3.40499877929688,0,-107,0,0,0,0,0,81,21120,55,581,0,0,-833,23347,29,-833,22245,29
3.45800018310547,0,-107,0,0,0,0,0,81,21120,55,581,0,0,-833,23347,29,-833,22245,29
3.51200103759766,0,-107,0,0,0,0,0,160,22971,56,581,0,0,-833,17209,29,-833,20824,29
3.55799865722656,0,-107,0,0,0,0,0,160,22971,56,581,0,0,-833,17209,29,-833,20824,29
3.65899658203125,0,-107,0,0,0,0,0,160,22971,56,581,0,0,-833,17209,29,-833,20824,29
3.71399688720703,0,-107,0,0,0,0,0,160,22971,56,581,0,0,-833,17209,29,-833,20824,29
3.76000213623047,0,-107,0,0,0,0,0,160,22971,56,581,0,0,-833,17209,29,-833,20824,29
3.81800079345703,0,-107,0,0,0,0,0,239,21546,56,581,0,0,-833,18591,29,-833,20157,29
3.87400054931641,0,-107,0,0,0,0,0,239,21546,56,581,0,0,-833,18591,29,-833,20157,29
3.97299957275391,0,-107,0,0,0,0,0,239,21546,56,581,0,0,-833,18591,29,-833,20157,29
4.01799774169922,0,-107,0,0,53,21504,56,317,19656,54,581,0,0,-833,13888,27,-833,15697,27
4.08100128173828,0,-107,0,0,53,21504,56,317,19656,54,581,0,0,-833,13888,27,-833,15697,27
4.125,0,-107,0,0,53,21504,56,317,19656,54,581,0,0,-833,13888,27,-833,15697,27
4.17499542236328,0,-107,0,0,133,20900,55,396,18920,55,581,0,0,-833,11042,26,-833,14995,27
4.23500061035156,0,-107,0,0,133,20900,55,396,18920,55,581,0,0,-833,11042,26,-833,14995,27
4.34999847412109,0,-107,0,0,133,20900,55,396,18920,55,581,0,0,-833,11042,26,-833,14995,27
4.40699768066406,0,-107,0,0,212,30318,61,470,2772,22,581,0,0,-833,9820,26,-833,14563,27
4.46599578857422,0,-107,0,0,212,30318,61,470,2772,22,581,0,0,-833,9820,26,-833,14563,27
4.51399993896484,0,-107,0,0,212,30318,61,470,2772,22,581,0,0,-833,9820,26,-833,14563,27
4.55999755859375,0,-107,0,0,212,30318,61,470,2772,22,581,0,0,-833,9820,26,-833,14563,27
4.61599731445313,0,-107,0,0,291,21945,57,476,72,2,581,0,0,-833,8624,26,-833,24985,29
4.66400146484375,0,-107,0,0,291,21945,57,476,72,2,581,0,0,-833,8624,26,-833,24985,29
4.74600219726563,0,-107,0,0,291,21945,57,476,72,2,581,0,0,-833,8624,26,-833,24985,29
4.84700012207031,0,-107,0,0,291,21945,57,476,72,2,581,0,0,-833,8624,26,-833,24985,29
4.90299987792969,0,-107,0,0,371,23870,56,476,80,1,581,0,0,-833,7428,24,-833,23869,29
4.947998046875,0,-107,0,0,371,23870,56,476,80,1,581,0,0,-833,7428,24,-833,23869,29
5.01899719238281,0,-107,0,0,371,23870,56,476,80,1,581,0,0,-833,7428,24,-833,23869,29
5.06900024414063,0,-107,0,0,371,23870,56,476,80,1,581,0,0,-833,7428,24,-833,23869,29
5.11499786376953,0,-107,0,0,449,25926,58,476,28,1,581,0,0,-833,3616,26,-833,30317,29
5.22200012207031,0,-107,0,0,449,25926,58,476,28,1,581,0,0,-833,3616,26,-833,30317,29
5.27999877929688,0,-107,0,0,449,25926,58,476,28,1,581,0,0,-833,3616,26,-833,30317,29
5.32599639892578,0,-107,0,0,527,24534,58,476,18,1,581,0,0,-833,3544,24,-833,31557,31
5.38099670410156,0,-107,0,0,527,24534,58,476,18,1,581,0,0,-833,3544,24,-833,31557,31
5.427001953125,0,-107,0,0,527,24534,58,476,18,1,581,0,0,-833,3544,24,-833,31557,31
5.48600006103516,0,-107,0,0,606,21505,55,476,6,1,581,0,0,-833,3544,26,-833,31247,31
5.53700256347656,0,-107,0,0,606,21505,55,476,6,1,581,0,0,-833,3544,26,-833,31247,31
5.64199829101563,0,-107,0,0,606,21505,55,476,6,1,581,0,0,-833,3544,26,-833,31247,31
5.69699859619141,0,-107,0,0,606,21505,55,476,6,1,581,0,0,-833,3544,26,-833,31247,31
5.74099731445313,0,2,4446,19,685,20664,57,476,2,1,581,0,0,-833,6570,24,-833,30782,31
5.7969970703125,0,2,4446,19,685,20664,57,476,2,1,581,0,0,-833,6570,24,-833,30782,31
5.89399719238281,0,2,4446,19,685,20664,57,476,2,1,581,0,0,-833,6570,24,-833,30782,31
5.89399719238281,0,2,4446,19,685,20664,57,476,2,1,581,0,0,-833,6570,24,-833,30782,31
5.98300170898438,0,61,21982,57,764,22230,57,476,0,0,581,0,0,-833,4048,24,-833,30162,31
6.02799987792969,0,61,21982,57,764,22230,57,476,0,0,581,0,0,-833,4048,24,-833,30162,31
6.14399719238281,0,61,21982,57,764,22230,57,476,0,0,581,0,0,-833,4048,24,-833,30162,31
6.16600036621094,0,61,21982,57,764,22230,57,476,0,0,581,0,0,-833,4048,24,-833,30162,31
6.27099609375,0,135,21546,55,838,21448,56,476,0,0,581,0,0,-833,7116,26,-833,24971,29
6.31700134277344,0,135,21546,55,838,21448,56,476,0,0,581,0,0,-833,7116,26,-833,24971,29
6.37200164794922,0,135,21546,55,838,21448,56,476,0,0,581,0,0,-833,7116,26,-833,24971,29
6.41699981689453,0,215,25422,57,876,244,2,476,0,0,581,0,0,-833,7428,26,-833,22071,29
6.51999664306641,0,215,25422,57,876,244,2,476,0,0,581,0,0,-833,7428,26,-833,22071,29
6.572998046875,0,215,25422,57,876,244,2,476,0,0,581,0,0,-833,7428,26,-833,22071,29
6.625,0,215,25422,57,876,244,2,476,0,0,581,0,0,-833,7428,26,-833,22071,29
6.68000030517578,0,294,23632,56,877,113,2,476,0,0,581,0,0,-833,7714,24,-833,13591,27
6.72999572753906,0,294,23632,56,877,113,2,476,0,0,581,0,0,-833,7714,24,-833,13591,27
6.83200073242188,0,294,23632,56,877,113,2,476,0,0,581,0,0,-833,7714,24,-833,13591,27
6.88700103759766,0,371,23688,56,877,103,1,476,0,0,581,0,0,-833,7974,26,-833,8442,26
6.94300079345703,0,371,23688,56,877,103,1,476,0,0,581,0,0,-833,7974,26,-833,8442,26
6.99600219726563,0,371,23688,56,877,103,1,476,0,0,581,0,0,-833,7974,26,-833,8442,26
7.04299926757813,0,452,24738,57,877,93,1,476,0,0,581,0,0,-833,8182,24,-833,6258,26
7.15299987792969,0,452,24738,57,877,93,1,476,0,0,581,0,0,-833,8182,24,-833,6258,26
7.19699859619141,0,452,24738,57,877,93,1,476,0,0,581,0,0,-833,8182,24,-833,6258,26
7.26399993896484,0,452,24738,57,877,93,1,476,0,0,581,0,0,-833,8182,24,-833,6258,26
7.30899810791016,0,530,21330,54,877,76,1,476,0,0,581,0,0,-833,8442,26,-833,3376,27
7.35599517822266,0,530,21330,54,877,76,1,476,0,0,581,0,0,-833,8442,26,-833,3376,27
7.41500091552734,0,530,21330,54,877,76,1,476,0,0,581,0,0,-833,8442,26,-833,3376,27
7.51399993896484,0,586,12502,38,877,58,0,476,0,0,581,0,0,-833,8780,26,-833,7454,26
7.572998046875,0,586,12502,38,877,58,0,476,0,0,581,0,0,-833,8780,26,-833,7454,26
7.63199615478516,0,586,12502,38,877,58,0,476,0,0,581,0,0,-833,8780,26,-833,7454,26
7.68799591064453,0,586,12502,38,877,58,0,476,0,0,581,0,0,-833,8780,26,-833,7454,26
7.73600006103516,0,586,12502,38,877,58,0,476,0,0,581,0,0,-833,8780,26,-833,7454,26
7.79299926757813,0,615,1629,11,877,0,1,476,0,0,581,0,0,-833,9092,24,-833,10108,26
7.85199737548828,0,615,1629,11,877,0,1,476,0,0,581,0,0,-833,9092,24,-833,10108,26
7.95099639892578,0,615,1629,11,877,0,1,476,0,0,581,0,0,-833,9092,24,-833,10108,26
8.00599670410156,0,562,24225,58,877,0,0,476,0,0,581,0,0,-833,6112,26,-833,9092,26
8.04999542236328,0,562,24225,58,877,0,0,476,0,0,581,0,0,-833,6112,26,-833,9092,26
8.10299682617188,0,562,24225,58,877,0,0,476,0,0,581,0,0,-833,6112,26,-833,9092,26
8.20500183105469,0,483,23968,56,877,0,0,476,0,0,581,0,0,-833,6376,26,-833,11674,26
8.25099945068359,0,483,23968,56,877,0,0,476,0,0,581,0,0,-833,6376,26,-833,11674,26
8.30799865722656,0,483,23968,56,877,0,0,476,0,0,581,0,0,-833,6376,26,-833,11674,26
8.35399627685547,0,405,22220,55,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10236,27
8.45800018310547,0,405,22220,55,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10236,27
8.51000213623047,0,405,22220,55,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10236,27
8.56500244140625,0,405,22220,55,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10236,27
8.62000274658203,0,327,21896,57,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10886,26
8.69100189208984,0,327,21896,57,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10886,26
8.73600006103516,0,327,21896,57,877,0,0,476,0,0,581,0,0,-833,9638,26,-833,10886,26
8.79100036621094,0,249,23352,56,0,0,0,476,0,0,581,0,0,-833,9950,26,-833,12646,27
8.84099578857422,0,249,23352,56,0,0,0,476,0,0,581,0,0,-833,9950,26,-833,12646,27
8.95099639892578,0,249,23352,56,0,0,0,476,0,0,581,0,0,-833,9950,26,-833,12646,27
9.00599670410156,0,249,23352,56,0,0,0,476,0,0,581,0,0,-833,9950,26,-833,12646,27
9.04999542236328,0,249,23352,56,0,0,0,476,0,0,581,0,0,-833,9950,26,-833,12646,27
9.10499572753906,0,171,23490,57,-50,21222,54,476,0,0,581,0,0,-833,9976,26,-833,13456,27
9.20899963378906,0,171,23490,57,-50,21222,54,476,0,0,581,0,0,-833,9976,26,-833,13456,27
9.26100158691406,0,171,23490,57,-50,21222,54,476,0,0,581,0,0,-833,9976,26,-833,13456,27
9.30799865722656,0,91,22288,56,-130,21056,55,476,0,0,581,0,0,-833,6856,26,-833,17808,27
9.35299682617188,0,91,22288,56,-130,21056,55,476,0,0,581,0,0,-833,6856,26,-833,17808,27
9.46599578857422,0,91,22288,56,-130,21056,55,476,0,0,581,0,0,-833,6856,26,-833,17808,27
9.51200103759766,0,18,7293,33,-208,22400,57,476,0,0,581,0,1,-833,9950,26,-833,18591,29
9.56099700927734,0,18,7293,33,-208,22400,57,476,0,0,581,0,1,-833,9950,26,-833,18591,29
9.61100006103516,0,18,7293,33,-208,22400,57,476,0,0,581,0,1,-833,9950,26,-833,18591,29
9.67399597167969,0,8,303,3,-286,21924,54,476,0,0,581,0,0,-833,14882,13,-833,21366,14
9.76999664306641,0,8,303,3,-286,21924,54,476,0,0,581,0,0,-833,14882,13,-833,21366,14
9.82499694824219,0,8,303,3,-286,21924,54,476,0,0,581,0,0,-833,14882,13,-833,21366,14
9.87100219726563,0,8,303,3,-286,21924,54,476,0,0,581,0,0,-833,14882,13,-833,21366,14
9.91999816894531,0,8,303,3,-286,21924,54,476,0,0,581,0,0,-833,14882,13,-833,21366,14
9.98899841308594,0,8,194,2,-321,399,3,476,0,0,581,0,0,-686,30021,297,-682,13466,299
10.0459976196289,0,8,194,2,-321,399,3,476,0,0,581,0,0,-686,30021,297,-682,13466,299
10.1480026245117,0,8,168,2,-321,116,1,476,0,0,581,0,0,-313,19128,427,-307,32069,430
10.202995300293,0,8,168,2,-321,116,1,476,0,0,581,0,0,-313,19128,427,-307,32069,430
10.2470016479492,0,8,168,2,-321,116,1,476,0,0,581,0,0,-313,19128,427,-307,32069,430
10.3050003051758,0,8,168,2,-321,116,1,476,0,0,581,0,0,-313,19128,427,-307,32069,430
10.3629989624023,0,8,168,2,-321,116,1,476,0,0,581,0,0,-313,19128,427,-307,32069,430
10.4140014648438,0,8,124,1,-321,88,1,476,1,1,581,0,1,-32,17598,110,-31,19789,115
10.5139999389648,0,8,124,1,-321,88,1,476,1,1,581,0,1,-32,17598,110,-31,19789,115
10.5699996948242,0,8,124,1,-321,88,1,476,1,1,581,0,1,-32,17598,110,-31,19789,115
10.625,0,8,86,2,0,8180,20,476,2,1,581,2,0,0,304,24,0,6064,24
10.6699981689453,0,8,86,2,0,8180,20,476,2,1,581,2,0,0,304,24,0,6064,24
10.7279968261719,0,8,86,2,0,8180,20,476,2,1,581,2,0,0,304,24,0,6064,24
10.8259963989258,0,8,33,1,-72,23688,56,476,2,1,581,0,0,0,3996,26,0,10366,24
10.8889999389648,0,8,33,1,-72,23688,56,476,2,1,581,0,0,0,3996,26,0,10366,24
10.9339981079102,0,8,33,1,-72,23688,56,476,2,1,581,0,0,0,3996,26,0,10366,24
10.9929962158203,0,8,23,1,-151,23352,55,476,0,1,581,0,0,0,2128,24,0,7408,26
11.0349960327148,0,8,23,1,-151,23352,55,476,0,1,581,0,0,0,2128,24,0,7408,26
11.1439971923828,0,8,23,1,-151,23352,55,476,0,1,581,0,0,0,2128,24,0,7408,26
11.1969985961914,0,8,23,1,-151,23352,55,476,0,1,581,0,0,0,2128,24,0,7408,26
11.2429962158203,0,8,23,1,-151,23352,55,476,0,1,581,0,0,0,2128,24,0,7408,26
11.3030014038086,0,8,13,0,-234,23296,57,476,0,0,581,0,0,0,5764,26,0,8080,26
11.3470001220703,0,8,13,0,-234,23296,57,476,0,0,581,0,0,0,5764,26,0,8080,26
11.452995300293,0,8,13,0,-234,23296,57,476,0,0,581,0,0,0,5764,26,0,8080,26
11.5120010375977,0,8,0,0,-313,20832,56,0,56,1,581,0,0,0,6908,26,0,11822,26
11.5579986572266,0,8,0,0,-313,20832,56,0,56,1,581,0,0,0,6908,26,0,11822,26
11.6129989624023,0,8,0,0,-313,20832,56,0,56,1,581,0,0,0,6908,26,0,11822,26
11.6689987182617,0,8,0,0,-391,23520,56,-58,19062,52,581,0,0,0,8442,26,0,11822,26
11.7689971923828,0,8,0,0,-391,23520,56,-58,19062,52,581,0,0,0,8442,26,0,11822,26
11.8129959106445,0,8,0,0,-391,23520,56,-58,19062,52,581,0,0,0,8442,26,0,11822,26
11.8779983520508,0,8,0,0,-391,23520,56,-58,19062,52,581,0,0,0,8442,26,0,11822,26
11.9300003051758,0,8,0,0,-391,23520,56,-58,19062,52,581,0,0,0,8442,26,0,11822,26
11.9749984741211,0,8,0,0,-469,21489,56,-137,18816,56,581,0,0,0,12106,26,0,8080,26
12.0339965820313,0,8,0,0,-469,21489,56,-137,18816,56,581,0,0,0,12106,26,0,8080,26
12.1019973754883,0,8,0,0,-469,21489,56,-137,18816,56,581,0,0,0,12106,26,0,8080,26
12.202995300293,0,8,0,0,-540,5292,27,-214,23199,57,581,0,0,0,17286,27,0,11094,26
12.2539978027344,0,8,0,0,-540,5292,27,-214,23199,57,581,0,0,0,17286,27,0,11094,26
12.3109970092773,0,8,0,0,-540,5292,27,-214,23199,57,581,0,0,0,17286,27,0,11094,26
12.3549957275391,0,8,0,0,-547,100,1,-293,19494,54,581,0,0,0,19287,29,0,10756,24
12.4120025634766,0,8,0,0,-547,100,1,-293,19494,54,581,0,0,0,19287,29,0,10756,24
12.515998840332,0,8,0,0,-547,100,1,-293,19494,54,581,0,0,0,19287,29,0,10756,24
12.5739974975586,0,8,0,0,-547,100,1,-293,19494,54,581,0,0,0,19287,29,0,10756,24
12.6289978027344,0,8,0,0,-547,88,1,-371,20748,57,581,0,0,0,24458,29,0,10028,26
12.6920013427734,0,8,0,0,-547,88,1,-371,20748,57,581,0,0,0,24458,29,0,10028,26
12.7379989624023,0,8,0,0,-547,88,1,-371,20748,57,581,0,0,0,24458,29,0,10028,26
12.8369979858398,0,8,0,0,-547,0,1,-448,24304,56,581,0,0,0,22245,29,0,5090,23
12.8939971923828,0,8,0,0,-547,0,1,-448,24304,56,581,0,0,0,22245,29,0,5090,23
12.9379959106445,0,8,0,0,-547,0,1,-448,24304,56,581,0,0,0,22245,29,0,5090,23
12.9970016479492,0,8,0,0,-547,0,0,-527,21112,56,581,0,0,0,22970,31,0,5872,24
13.0469970703125,0,8,0,0,-547,0,0,-527,21112,56,581,0,0,0,22970,31,0,5872,24
13.0999984741211,0,8,0,0,-547,0,0,-527,21112,56,581,0,0,0,22970,31,0,5872,24
13.1490020751953,0,8,0,0,-547,0,0,-527,21112,56,581,0,0,0,22970,31,0,5872,24
13.2490005493164,0,8,0,0,-547,0,0,-527,21112,56,581,0,0,0,22970,31,0,5872,24
13.306999206543,0,8,0,0,-547,0,0,-605,21504,56,581,0,0,0,22970,31,0,5440,24
13.3600006103516,0,8,0,0,-547,0,0,-605,21504,56,581,0,0,0,22970,31,0,5440,24
13.4199981689453,0,8,0,0,-547,0,0,-605,21504,56,581,0,0,0,22970,31,0,5440,24
13.4669952392578,0,8,0,0,-547,0,0,-683,19525,52,-22,23655,56,0,22825,29,0,5008,24
13.5309982299805,0,8,0,0,-547,0,0,-683,19525,52,-22,23655,56,0,22825,29,0,5008,24
13.5869979858398,0,8,0,0,-547,0,0,-683,19525,52,-22,23655,56,0,22825,29,0,5008,24
13.6910018920898,0,8,0,0,-547,0,0,-762,17655,55,-100,22173,57,0,18968,29,0,5008,24
13.7470016479492,0,8,0,0,-547,0,0,-762,17655,55,-100,22173,57,0,18968,29,0,5008,24
13.7910003662109,0,8,0,0,-547,0,0,-762,17655,55,-100,22173,57,0,18968,29,0,5008,24
13.879997253418,0,8,0,0,-547,0,0,-841,17697,51,-180,23142,57,0,11354,26,0,3434,23
13.8980026245117,0,8,0,0,-547,0,0,-841,17697,51,-180,23142,57,0,11354,26,0,3434,23
13.9990005493164,0,8,0,0,-547,0,0,-841,17697,51,-180,23142,57,0,11354,26,0,3434,23
14.0540008544922,0,8,0,0,-547,0,0,-841,17697,51,-180,23142,57,0,11354,26,0,3434,23
14.0979995727539,0,8,0,0,-547,0,0,-841,17697,51,-180,23142,57,0,11354,26,0,3434,23
14.1549987792969,0,8,0,0,-547,0,0,-873,0,0,-257,28768,60,0,8520,26,0,3434,23
14.2620010375977,0,8,0,0,-547,0,0,-873,0,0,-257,28768,60,0,8520,26,0,3434,23
14.3119964599609,0,8,0,0,-547,0,0,-873,0,0,-257,28768,60,0,8520,26,0,3434,23
14.3669967651367,0,8,0,0,-547,0,0,-873,0,0,-257,28768,60,0,8520,26,0,3434,23
14.4120025634766,0,8,0,0,-547,0,0,-873,0,0,-337,21224,56,0,5920,26,0,3434,23
14.4680023193359,0,8,0,0,-547,0,0,-873,0,0,-337,21224,56,0,5920,26,0,3434,23
14.5230026245117,0,8,0,0,-547,0,0,-873,0,0,-337,21224,56,0,5920,26,0,3434,23
14.577995300293,0,8,0,0,-547,0,0,-873,0,0,-415,23769,57,0,4672,24,0,3434,23
14.6220016479492,0,8,0,0,-547,0,0,-873,0,0,-415,23769,57,0,4672,24,0,3434,23
14.7419967651367,0,8,0,0,-547,0,0,-873,0,0,-415,23769,57,0,4672,24,0,3434,23
14.7890014648438,0,8,0,0,-547,0,0,-873,0,0,-415,23769,57,0,4672,24,0,3434,23
14.8470001220703,0,8,0,0,-547,0,0,-873,0,0,-493,25593,56,0,2320,26,0,3434,23
14.9020004272461,0,8,0,0,-547,0,0,-873,0,0,-493,25593,56,0,2320,26,0,3434,23
14.9459991455078,0,8,0,0,-547,0,0,-873,0,0,-493,25593,56,0,2320,26,0,3434,23
15.0029983520508,0,8,0,0,-547,0,0,-873,0,0,-572,23896,60,0,5244,26,0,2974,24
15.0540008544922,0,8,0,0,-547,0,0,-873,0,0,-572,23896,60,0,5244,26,0,2974,24
15.1749954223633,0,8,0,0,-547,0,0,-873,0,0,-572,23896,60,0,5244,26,0,2974,24
0,0,-108,0,0,0,25,1,-1256,0,0,-19,8720,39,0,5972,26,0,10756,26
0,0,-108,0,0,0,25,1,-1256,0,0,-19,8720,39,0,5972,26,0,10756,26
0.112998962402344,0,-108,0,0,0,25,1,-1256,0,0,-19,8720,39,0,5972,26,0,10756,26
0.15899658203125,0,-108,0,0,0,20,1,-1256,0,0,14,22116,56,0,3232,26,0,7408,24
0.225997924804688,0,-108,0,0,0,20,1,-1256,0,0,14,22116,56,0,3232,26,0,7408,24
0.272994995117188,0,-108,0,0,0,20,1,-1256,0,0,14,22116,56,0,3232,26,0,7408,24
0.331001281738281,0,-108,0,0,0,20,1,-1256,0,0,93,24534,57,0,3232,26,0,10756,24
0.375,0,-108,0,0,0,20,1,-1256,0,0,93,24534,57,0,3232,26,0,10756,24
0.487998962402344,0,-108,0,0,0,20,1,-1256,0,0,93,24534,57,0,3232,26,0,10756,24
0.531997680664063,0,-108,0,0,0,20,1,-1256,0,0,93,24534,57,0,3232,26,0,10756,24
0.589996337890625,0,-108,0,0,0,20,1,-1256,0,0,93,24534,57,0,3232,26,0,10756,24
0.634994506835938,0,-108,0,0,0,23,1,-1256,0,0,171,21890,55,0,6232,26,0,10756,24
0.737998962402344,0,-108,0,0,0,23,1,-1256,0,0,171,21890,55,0,6232,26,0,10756,24
0.80999755859375,0,-108,0,0,0,23,1,-1256,0,0,171,21890,55,0,6232,26,0,10756,24
0.855995178222656,0,-108,0,0,0,20,1,-1256,0,0,248,25878,57,0,6388,26,0,7048,24
0.910995483398438,0,-108,0,0,0,20,1,-1256,0,0,248,25878,57,0,6388,26,0,7048,24
0.958999633789063,0,-108,0,0,0,20,1,-1256,0,0,248,25878,57,0,6388,26,0,7048,24
1.01699829101563,0,-108,0,0,0,20,1,-1256,0,0,328,21890,56,0,6726,26,0,7048,24
1.11899566650391,0,-108,0,0,0,20,1,-1256,0,0,328,21890,56,0,6726,26,0,7048,24
1.16299438476563,0,-108,0,0,0,20,1,-1256,0,0,328,21890,56,0,6726,26,0,7048,24
